date,store_id,region,sku_id,sku_category,units_demand,units_sold,units_on_hand_eod,stockout_flag,replenishment_lead_time_days,demand_variance_tier
2025-12-12,S01,North,SKU-1004,Footwear-Casual,14,14,111,0,3,medium
2025-12-13,S01,North,SKU-1004,Footwear-Casual,29,29,82,0,3,medium
2025-12-14,S01,North,SKU-1004,Footwear-Casual,35,35,47,0,3,medium
2025-12-15,S01,North,SKU-1004,Footwear-Casual,20,20,27,0,3,medium
2025-12-16,S01,North,SKU-1004,Footwear-Casual,29,27,0,1,3,medium
2025-12-17,S01,North,SKU-1004,Footwear-Casual,25,25,155,0,3,medium
2025-12-18,S01,North,SKU-1004,Footwear-Casual,25,25,130,0,3,medium
2025-12-19,S01,North,SKU-1004,Footwear-Casual,23,23,107,0,3,medium
2025-12-20,S01,North,SKU-1004,Footwear-Casual,50,50,57,0,3,medium
2025-12-21,S01,North,SKU-1004,Footwear-Casual,25,25,32,0,3,medium
2025-12-22,S01,North,SKU-1004,Footwear-Casual,6,6,26,0,3,medium
2025-12-23,S01,North,SKU-1004,Footwear-Casual,30,30,176,0,3,medium
2025-12-24,S01,North,SKU-1004,Footwear-Casual,16,16,160,0,3,medium
2025-12-25,S01,North,SKU-1004,Footwear-Casual,20,20,140,0,3,medium
2025-12-26,S01,North,SKU-1004,Footwear-Casual,28,28,112,0,3,medium
2025-12-27,S01,North,SKU-1004,Footwear-Casual,12,12,100,0,3,medium
2025-12-28,S01,North,SKU-1004,Footwear-Casual,15,15,85,0,3,medium
2025-12-29,S01,North,SKU-1004,Footwear-Casual,9,9,76,0,3,medium
2025-10-01,S01,North,SKU-2001,Apparel-Outerwear,8,8,102,0,3,medium
2025-10-02,S01,North,SKU-2001,Apparel-Outerwear,13,13,89,0,3,medium
2025-10-03,S01,North,SKU-2001,Apparel-Outerwear,13,13,76,0,3,medium
2025-10-04,S01,North,SKU-2001,Apparel-Outerwear,17,17,59,0,3,medium
2025-10-05,S01,North,SKU-2001,Apparel-Outerwear,8,8,51,0,3,medium
2025-10-06,S01,North,SKU-2001,Apparel-Outerwear,2,2,49,0,3,medium
2025-10-07,S01,North,SKU-2001,Apparel-Outerwear,11,11,38,0,3,medium
2025-10-08,S01,North,SKU-2001,Apparel-Outerwear,9,9,29,0,3,medium
2025-10-09,S01,North,SKU-2001,Apparel-Outerwear,13,13,16,0,3,medium
2025-10-10,S01,North,SKU-2001,Apparel-Outerwear,14,14,134,0,3,medium
2025-10-11,S01,North,SKU-2001,Apparel-Outerwear,16,16,118,0,3,medium
2025-10-12,S01,North,SKU-2001,Apparel-Outerwear,19,19,99,0,3,medium
2025-10-13,S01,North,SKU-2001,Apparel-Outerwear,12,12,87,0,3,medium
2025-10-14,S01,North,SKU-2001,Apparel-Outerwear,13,13,74,0,3,medium
2025-10-15,S01,North,SKU-2001,Apparel-Outerwear,8,8,66,0,3,medium
2025-10-16,S01,North,SKU-2001,Apparel-Outerwear,10,10,56,0,3,medium
2025-10-17,S01,North,SKU-2001,Apparel-Outerwear,12,12,44,0,3,medium
2025-10-18,S01,North,SKU-2001,Apparel-Outerwear,20,20,24,0,3,medium
2025-10-19,S01,North,SKU-2001,Apparel-Outerwear,13,13,11,0,3,medium
2025-10-20,S01,North,SKU-2001,Apparel-Outerwear,13,11,0,1,3,medium
2025-10-21,S01,North,SKU-2001,Apparel-Outerwear,10,10,122,0,3,medium
2025-10-22,S01,North,SKU-2001,Apparel-Outerwear,11,11,111,0,3,medium
2025-10-23,S01,North,SKU-2001,Apparel-Outerwear,14,14,97,0,3,medium
2025-10-24,S01,North,SKU-2001,Apparel-Outerwear,3,3,94,0,3,medium
2025-10-25,S01,North,SKU-2001,Apparel-Outerwear,8,8,86,0,3,medium
2025-10-26,S01,North,SKU-2001,Apparel-Outerwear,7,7,79,0,3,medium
2025-10-27,S01,North,SKU-2001,Apparel-Outerwear,2,2,77,0,3,medium
2025-10-28,S01,North,SKU-2001,Apparel-Outerwear,8,8,69,0,3,medium
2025-10-29,S01,North,SKU-2001,Apparel-Outerwear,14,14,55,0,3,medium
2025-10-30,S01,North,SKU-2001,Apparel-Outerwear,10,10,45,0,3,medium
2025-10-31,S01,North,SKU-2001,Apparel-Outerwear,12,12,33,0,3,medium
2025-11-01,S01,North,SKU-2001,Apparel-Outerwear,21,21,12,0,3,medium
2025-11-02,S01,North,SKU-2001,Apparel-Outerwear,23,12,0,1,3,medium
2025-11-03,S01,North,SKU-2001,Apparel-Outerwear,11,11,121,0,3,medium
2025-11-04,S01,North,SKU-2001,Apparel-Outerwear,16,16,105,0,3,medium
2025-11-05,S01,North,SKU-2001,Apparel-Outerwear,11,11,94,0,3,medium
2025-11-06,S01,North,SKU-2001,Apparel-Outerwear,8,8,86,0,3,medium
2025-11-07,S01,North,SKU-2001,Apparel-Outerwear,9,9,77,0,3,medium
2025-11-08,S01,North,SKU-2001,Apparel-Outerwear,7,7,70,0,3,medium
2025-11-09,S01,North,SKU-2001,Apparel-Outerwear,11,11,59,0,3,medium
2025-11-10,S01,North,SKU-2001,Apparel-Outerwear,10,10,49,0,3,medium
2025-11-11,S01,North,SKU-2001,Apparel-Outerwear,14,14,35,0,3,medium
2025-11-12,S01,North,SKU-2001,Apparel-Outerwear,18,18,17,0,3,medium
2025-11-13,S01,North,SKU-2001,Apparel-Outerwear,6,6,11,0,3,medium
2025-11-14,S01,North,SKU-2001,Apparel-Outerwear,13,13,130,0,3,medium
2025-11-15,S01,North,SKU-2001,Apparel-Outerwear,10,10,120,0,3,medium
2025-11-16,S01,North,SKU-2001,Apparel-Outerwear,18,18,102,0,3,medium
2025-11-17,S01,North,SKU-2001,Apparel-Outerwear,10,10,92,0,3,medium
2025-11-18,S01,North,SKU-2001,Apparel-Outerwear,4,4,88,0,3,medium
2025-11-19,S01,North,SKU-2001,Apparel-Outerwear,15,15,73,0,3,medium
2025-11-20,S01,North,SKU-2001,Apparel-Outerwear,9,9,64,0,3,medium
2025-11-21,S01,North,SKU-2001,Apparel-Outerwear,9,9,55,0,3,medium
2025-11-22,S01,North,SKU-2001,Apparel-Outerwear,10,10,45,0,3,medium
2025-11-23,S01,North,SKU-2001,Apparel-Outerwear,12,12,33,0,3,medium
2025-11-24,S01,North,SKU-2001,Apparel-Outerwear,13,13,20,0,3,medium
2025-11-25,S01,North,SKU-2001,Apparel-Outerwear,10,10,10,0,3,medium
2025-11-26,S01,North,SKU-2001,Apparel-Outerwear,12,12,130,0,3,medium
2025-11-27,S01,North,SKU-2001,Apparel-Outerwear,12,12,118,0,3,medium
2025-11-28,S01,North,SKU-2001,Apparel-Outerwear,16,16,102,0,3,medium
2025-11-29,S01,North,SKU-2001,Apparel-Outerwear,14,14,88,0,3,medium
2025-11-30,S01,North,SKU-2001,Apparel-Outerwear,7,7,81,0,3,medium
2025-12-01,S01,North,SKU-2001,Apparel-Outerwear,20,20,61,0,3,medium
2025-12-02,S01,North,SKU-2001,Apparel-Outerwear,13,13,48,0,3,medium
2025-12-03,S01,North,SKU-2001,Apparel-Outerwear,20,20,28,0,3,medium
2025-12-04,S01,North,SKU-2001,Apparel-Outerwear,16,16,12,0,3,medium
2025-12-05,S01,North,SKU-2001,Apparel-Outerwear,14,12,0,1,3,medium
2025-12-06,S01,North,SKU-2001,Apparel-Outerwear,22,22,110,0,3,medium
2025-12-07,S01,North,SKU-2001,Apparel-Outerwear,34,34,76,0,3,medium
2025-12-08,S01,North,SKU-2001,Apparel-Outerwear,25,25,51,0,3,medium
2025-12-09,S01,North,SKU-2001,Apparel-Outerwear,15,15,36,0,3,medium
2025-12-10,S01,North,SKU-2001,Apparel-Outerwear,15,15,21,0,3,medium
2025-12-11,S01,North,SKU-2001,Apparel-Outerwear,20,20,1,0,3,medium
2025-12-12,S01,North,SKU-2001,Apparel-Outerwear,10,10,123,0,3,medium
2025-12-13,S01,North,SKU-2001,Apparel-Outerwear,22,22,101,0,3,medium
2025-12-14,S01,North,SKU-2001,Apparel-Outerwear,20,20,81,0,3,medium
2025-12-15,S01,North,SKU-2001,Apparel-Outerwear,16,16,65,0,3,medium
2025-12-16,S01,North,SKU-2001,Apparel-Outerwear,10,10,55,0,3,medium
2025-12-17,S01,North,SKU-2001,Apparel-Outerwear,6,6,49,0,3,medium
2025-12-18,S01,North,SKU-2001,Apparel-Outerwear,4,4,45,0,3,medium
2025-12-19,S01,North,SKU-2001,Apparel-Outerwear,9,9,36,0,3,medium
2025-12-20,S01,North,SKU-2001,Apparel-Outerwear,17,17,19,0,3,medium
2025-12-21,S01,North,SKU-2001,Apparel-Outerwear,18,18,1,0,3,medium
2025-12-22,S01,North,SKU-2001,Apparel-Outerwear,24,24,109,0,3,medium
2025-12-23,S01,North,SKU-2001,Apparel-Outerwear,20,20,89,0,3,medium
2025-12-24,S01,North,SKU-2001,Apparel-Outerwear,9,9,80,0,3,medium
2025-12-25,S01,North,SKU-2001,Apparel-Outerwear,16,16,64,0,3,medium
2025-12-26,S01,North,SKU-2001,Apparel-Outerwear,12,12,52,0,3,medium
2025-12-27,S01,North,SKU-2001,Apparel-Outerwear,18,18,34,0,3,medium
2025-12-28,S01,North,SKU-2001,Apparel-Outerwear,21,21,13,0,3,medium
2025-12-29,S01,North,SKU-2001,Apparel-Outerwear,17,13,0,1,3,medium
2025-10-01,S01,North,SKU-2002,Apparel-Outerwear,14,14,86,0,3,medium
2025-10-02,S01,North,SKU-2002,Apparel-Outerwear,6,6,80,0,3,medium
2025-10-03,S01,North,SKU-2002,Apparel-Outerwear,10,10,70,0,3,medium
2025-10-04,S01,North,SKU-2002,Apparel-Outerwear,27,27,43,0,3,medium
2025-10-05,S01,North,SKU-2002,Apparel-Outerwear,15,15,28,0,3,medium
2025-10-06,S01,North,SKU-2002,Apparel-Outerwear,15,15,13,0,3,medium
2025-10-07,S01,North,SKU-2002,Apparel-Outerwear,10,10,3,0,3,medium
2025-10-08,S01,North,SKU-2002,Apparel-Outerwear,12,12,111,0,3,medium
2025-10-09,S01,North,SKU-2002,Apparel-Outerwear,10,10,101,0,3,medium
2025-10-10,S01,North,SKU-2002,Apparel-Outerwear,9,9,92,0,3,medium
2025-10-11,S01,North,SKU-2002,Apparel-Outerwear,10,10,82,0,3,medium
2025-10-12,S01,North,SKU-2002,Apparel-Outerwear,16,16,66,0,3,medium
2025-10-13,S01,North,SKU-2002,Apparel-Outerwear,7,7,59,0,3,medium
2025-10-14,S01,North,SKU-2002,Apparel-Outerwear,12,12,47,0,3,medium
2025-10-15,S01,North,SKU-2002,Apparel-Outerwear,14,14,33,0,3,medium
2025-10-16,S01,North,SKU-2002,Apparel-Outerwear,11,11,22,0,3,medium
2025-10-17,S01,North,SKU-2002,Apparel-Outerwear,9,9,13,0,3,medium
2025-10-18,S01,North,SKU-2002,Apparel-Outerwear,16,16,117,0,3,medium
2025-10-19,S01,North,SKU-2002,Apparel-Outerwear,12,12,105,0,3,medium
2025-10-20,S01,North,SKU-2002,Apparel-Outerwear,13,13,92,0,3,medium
2025-10-21,S01,North,SKU-2002,Apparel-Outerwear,4,4,88,0,3,medium
2025-10-22,S01,North,SKU-2002,Apparel-Outerwear,9,9,79,0,3,medium
2025-10-23,S01,North,SKU-2002,Apparel-Outerwear,3,3,76,0,3,medium
2025-10-24,S01,North,SKU-2002,Apparel-Outerwear,5,5,71,0,3,medium
2025-10-25,S01,North,SKU-2002,Apparel-Outerwear,21,21,50,0,3,medium
2025-10-26,S01,North,SKU-2002,Apparel-Outerwear,18,18,32,0,3,medium
2025-10-27,S01,North,SKU-2002,Apparel-Outerwear,7,7,25,0,3,medium
2025-10-28,S01,North,SKU-2002,Apparel-Outerwear,5,5,20,0,3,medium
2025-10-29,S01,North,SKU-2002,Apparel-Outerwear,0,0,140,0,3,medium
2025-10-30,S01,North,SKU-2002,Apparel-Outerwear,8,8,132,0,3,medium
2025-10-31,S01,North,SKU-2002,Apparel-Outerwear,18,18,114,0,3,medium
2025-11-01,S01,North,SKU-2002,Apparel-Outerwear,16,16,98,0,3,medium
2025-11-02,S01,North,SKU-2002,Apparel-Outerwear,11,11,87,0,3,medium
2025-11-03,S01,North,SKU-2002,Apparel-Outerwear,12,12,75,0,3,medium
2025-11-04,S01,North,SKU-2002,Apparel-Outerwear,5,5,70,0,3,medium
2025-11-05,S01,North,SKU-2002,Apparel-Outerwear,9,9,61,0,3,medium
2025-11-06,S01,North,SKU-2002,Apparel-Outerwear,10,10,51,0,3,medium
2025-11-07,S01,North,SKU-2002,Apparel-Outerwear,10,10,41,0,3,medium
2025-11-08,S01,North,SKU-2002,Apparel-Outerwear,18,18,23,0,3,medium
2025-11-09,S01,North,SKU-2002,Apparel-Outerwear,16,16,7,0,3,medium
2025-11-10,S01,North,SKU-2002,Apparel-Outerwear,12,7,0,1,3,medium
2025-11-11,S01,North,SKU-2002,Apparel-Outerwear,8,8,112,0,3,medium
2025-11-12,S01,North,SKU-2002,Apparel-Outerwear,13,13,99,0,3,medium
2025-11-13,S01,North,SKU-2002,Apparel-Outerwear,16,16,83,0,3,medium
2025-11-14,S01,North,SKU-2002,Apparel-Outerwear,7,7,76,0,3,medium
2025-11-15,S01,North,SKU-2002,Apparel-Outerwear,10,10,66,0,3,medium
2025-11-16,S01,North,SKU-2002,Apparel-Outerwear,21,21,45,0,3,medium
2025-11-17,S01,North,SKU-2002,Apparel-Outerwear,9,9,36,0,3,medium
2025-11-18,S01,North,SKU-2002,Apparel-Outerwear,15,15,21,0,3,medium
2025-11-19,S01,North,SKU-2002,Apparel-Outerwear,8,8,13,0,3,medium
2025-11-20,S01,North,SKU-2002,Apparel-Outerwear,15,15,118,0,3,medium
2025-11-21,S01,North,SKU-2002,Apparel-Outerwear,10,10,108,0,3,medium
2025-11-22,S01,North,SKU-2002,Apparel-Outerwear,15,15,93,0,3,medium
2025-11-23,S01,North,SKU-2002,Apparel-Outerwear,22,22,71,0,3,medium
2025-11-24,S01,North,SKU-2002,Apparel-Outerwear,9,9,62,0,3,medium
2025-11-25,S01,North,SKU-2002,Apparel-Outerwear,7,7,55,0,3,medium
2025-11-26,S01,North,SKU-2002,Apparel-Outerwear,8,8,47,0,3,medium
2025-11-27,S01,North,SKU-2002,Apparel-Outerwear,12,12,35,0,3,medium
2025-11-28,S01,North,SKU-2002,Apparel-Outerwear,5,5,30,0,3,medium
2025-11-29,S01,North,SKU-2002,Apparel-Outerwear,17,17,13,0,3,medium
2025-11-30,S01,North,SKU-2002,Apparel-Outerwear,11,11,122,0,3,medium
2025-12-01,S01,North,SKU-2002,Apparel-Outerwear,18,18,104,0,3,medium
2025-12-02,S01,North,SKU-2002,Apparel-Outerwear,2,2,102,0,3,medium
2025-12-03,S01,North,SKU-2002,Apparel-Outerwear,9,9,93,0,3,medium
2025-12-04,S01,North,SKU-2002,Apparel-Outerwear,5,5,88,0,3,medium
2025-12-05,S01,North,SKU-2002,Apparel-Outerwear,9,9,79,0,3,medium
2025-12-06,S01,North,SKU-2002,Apparel-Outerwear,20,20,59,0,3,medium
2025-12-07,S01,North,SKU-2002,Apparel-Outerwear,17,17,42,0,3,medium
2025-12-08,S01,North,SKU-2002,Apparel-Outerwear,12,12,30,0,3,medium
2025-12-09,S01,North,SKU-2002,Apparel-Outerwear,12,12,18,0,3,medium
2025-12-10,S01,North,SKU-2002,Apparel-Outerwear,14,14,4,0,3,medium
2025-12-11,S01,North,SKU-2002,Apparel-Outerwear,8,8,116,0,3,medium
2025-12-12,S01,North,SKU-2002,Apparel-Outerwear,16,16,100,0,3,medium
2025-12-13,S01,North,SKU-2002,Apparel-Outerwear,22,22,78,0,3,medium
2025-12-14,S01,North,SKU-2002,Apparel-Outerwear,21,21,57,0,3,medium
2025-12-15,S01,North,SKU-2002,Apparel-Outerwear,16,16,41,0,3,medium
2025-12-16,S01,North,SKU-2002,Apparel-Outerwear,14,14,27,0,3,medium
2025-12-17,S01,North,SKU-2002,Apparel-Outerwear,22,22,5,0,3,medium
2025-12-18,S01,North,SKU-2002,Apparel-Outerwear,13,5,0,1,3,medium
2025-12-19,S01,North,SKU-2002,Apparel-Outerwear,12,12,108,0,3,medium
2025-12-20,S01,North,SKU-2002,Apparel-Outerwear,13,13,95,0,3,medium
2025-12-21,S01,North,SKU-2002,Apparel-Outerwear,12,12,83,0,3,medium
2025-12-22,S01,North,SKU-2002,Apparel-Outerwear,7,7,76,0,3,medium
2025-12-23,S01,North,SKU-2002,Apparel-Outerwear,9,9,67,0,3,medium
2025-12-24,S01,North,SKU-2002,Apparel-Outerwear,13,13,54,0,3,medium
2025-12-25,S01,North,SKU-2002,Apparel-Outerwear,15,15,39,0,3,medium
2025-12-26,S01,North,SKU-2002,Apparel-Outerwear,13,13,26,0,3,medium
2025-12-27,S01,North,SKU-2002,Apparel-Outerwear,13,13,13,0,3,medium
2025-12-28,S01,North,SKU-2002,Apparel-Outerwear,24,24,109,0,3,medium
2025-12-29,S01,North,SKU-2002,Apparel-Outerwear,16,16,93,0,3,medium
2025-10-01,S01,North,SKU-2003,Apparel-Basics,14,14,136,0,3,medium
2025-10-02,S01,North,SKU-2003,Apparel-Basics,12,12,124,0,3,medium
2025-10-03,S01,North,SKU-2003,Apparel-Basics,18,18,106,0,3,medium
2025-10-04,S01,North,SKU-2003,Apparel-Basics,22,22,84,0,3,medium
2025-10-05,S01,North,SKU-2003,Apparel-Basics,10,10,74,0,3,medium
2025-10-06,S01,North,SKU-2003,Apparel-Basics,15,15,59,0,3,medium
2025-10-07,S01,North,SKU-2003,Apparel-Basics,16,16,43,0,3,medium
2025-10-08,S01,North,SKU-2003,Apparel-Basics,10,10,33,0,3,medium
2025-10-09,S01,North,SKU-2003,Apparel-Basics,16,16,197,0,3,medium
2025-10-10,S01,North,SKU-2003,Apparel-Basics,7,7,190,0,3,medium
2025-10-11,S01,North,SKU-2003,Apparel-Basics,31,31,159,0,3,medium
2025-10-12,S01,North,SKU-2003,Apparel-Basics,30,30,129,0,3,medium
2025-10-13,S01,North,SKU-2003,Apparel-Basics,14,14,115,0,3,medium
2025-10-14,S01,North,SKU-2003,Apparel-Basics,17,17,98,0,3,medium
2025-10-15,S01,North,SKU-2003,Apparel-Basics,2,2,96,0,3,medium
2025-10-16,S01,North,SKU-2003,Apparel-Basics,9,9,87,0,3,medium
2025-10-17,S01,North,SKU-2003,Apparel-Basics,13,13,74,0,3,medium
2025-10-18,S01,North,SKU-2003,Apparel-Basics,13,13,61,0,3,medium
2025-10-19,S01,North,SKU-2003,Apparel-Basics,26,26,35,0,3,medium
2025-10-20,S01,North,SKU-2003,Apparel-Basics,25,25,10,0,3,medium
2025-10-21,S01,North,SKU-2003,Apparel-Basics,9,9,1,0,3,medium
2025-10-22,S01,North,SKU-2003,Apparel-Basics,11,11,170,0,3,medium
2025-10-23,S01,North,SKU-2003,Apparel-Basics,16,16,154,0,3,medium
2025-10-24,S01,North,SKU-2003,Apparel-Basics,23,23,131,0,3,medium
2025-10-25,S01,North,SKU-2003,Apparel-Basics,12,12,119,0,3,medium
2025-10-26,S01,North,SKU-2003,Apparel-Basics,23,23,96,0,3,medium
2025-10-27,S01,North,SKU-2003,Apparel-Basics,25,25,71,0,3,medium
2025-10-28,S01,North,SKU-2003,Apparel-Basics,6,6,65,0,3,medium
2025-10-29,S01,North,SKU-2003,Apparel-Basics,8,8,57,0,3,medium
2025-10-30,S01,North,SKU-2003,Apparel-Basics,13,13,44,0,3,medium
2025-10-31,S01,North,SKU-2003,Apparel-Basics,12,12,32,0,3,medium
2025-11-01,S01,North,SKU-2003,Apparel-Basics,27,27,185,0,3,medium
2025-11-02,S01,North,SKU-2003,Apparel-Basics,23,23,162,0,3,medium
2025-11-03,S01,North,SKU-2003,Apparel-Basics,6,6,156,0,3,medium
2025-11-04,S01,North,SKU-2003,Apparel-Basics,18,18,138,0,3,medium
2025-11-05,S01,North,SKU-2003,Apparel-Basics,12,12,126,0,3,medium
2025-11-06,S01,North,SKU-2003,Apparel-Basics,22,22,104,0,3,medium
2025-11-07,S01,North,SKU-2003,Apparel-Basics,12,12,92,0,3,medium
2025-11-08,S01,North,SKU-2003,Apparel-Basics,16,16,76,0,3,medium
2025-11-09,S01,North,SKU-2003,Apparel-Basics,25,25,51,0,3,medium
2025-11-10,S01,North,SKU-2003,Apparel-Basics,19,19,32,0,3,medium
2025-11-11,S01,North,SKU-2003,Apparel-Basics,17,17,15,0,3,medium
2025-11-12,S01,North,SKU-2003,Apparel-Basics,6,6,189,0,3,medium
2025-11-13,S01,North,SKU-2003,Apparel-Basics,18,18,171,0,3,medium
2025-11-14,S01,North,SKU-2003,Apparel-Basics,10,10,161,0,3,medium
2025-11-15,S01,North,SKU-2003,Apparel-Basics,23,23,138,0,3,medium
2025-11-16,S01,North,SKU-2003,Apparel-Basics,11,11,127,0,3,medium
2025-11-17,S01,North,SKU-2003,Apparel-Basics,17,17,110,0,3,medium
2025-11-18,S01,North,SKU-2003,Apparel-Basics,11,11,99,0,3,medium
2025-11-19,S01,North,SKU-2003,Apparel-Basics,8,8,91,0,3,medium
2025-11-20,S01,North,SKU-2003,Apparel-Basics,19,19,72,0,3,medium
2025-11-21,S01,North,SKU-2003,Apparel-Basics,16,16,56,0,3,medium
2025-11-22,S01,North,SKU-2003,Apparel-Basics,16,16,40,0,3,medium
2025-11-23,S01,North,SKU-2003,Apparel-Basics,32,32,8,0,3,medium
2025-11-24,S01,North,SKU-2003,Apparel-Basics,13,13,175,0,3,medium
2025-11-25,S01,North,SKU-2003,Apparel-Basics,15,15,160,0,3,medium
2025-11-26,S01,North,SKU-2003,Apparel-Basics,16,16,144,0,3,medium
2025-11-27,S01,North,SKU-2003,Apparel-Basics,12,12,132,0,3,medium
2025-11-28,S01,North,SKU-2003,Apparel-Basics,17,17,115,0,3,medium
2025-11-29,S01,North,SKU-2003,Apparel-Basics,17,17,98,0,3,medium
2025-11-30,S01,North,SKU-2003,Apparel-Basics,18,18,80,0,3,medium
2025-12-01,S01,North,SKU-2003,Apparel-Basics,29,29,51,0,3,medium
2025-12-02,S01,North,SKU-2003,Apparel-Basics,12,12,39,0,3,medium
2025-12-03,S01,North,SKU-2003,Apparel-Basics,3,3,36,0,3,medium
2025-12-04,S01,North,SKU-2003,Apparel-Basics,30,30,186,0,3,medium
2025-12-05,S01,North,SKU-2003,Apparel-Basics,37,37,149,0,3,medium
2025-12-06,S01,North,SKU-2003,Apparel-Basics,23,23,126,0,3,medium
2025-12-07,S01,North,SKU-2003,Apparel-Basics,9,9,117,0,3,medium
2025-12-08,S01,North,SKU-2003,Apparel-Basics,17,17,100,0,3,medium
2025-12-09,S01,North,SKU-2003,Apparel-Basics,18,18,82,0,3,medium
2025-12-10,S01,North,SKU-2003,Apparel-Basics,18,18,64,0,3,medium
2025-12-11,S01,North,SKU-2003,Apparel-Basics,12,12,52,0,3,medium
2025-12-12,S01,North,SKU-2003,Apparel-Basics,23,23,29,0,3,medium
2025-12-13,S01,North,SKU-2003,Apparel-Basics,32,29,0,1,3,medium
2025-12-14,S01,North,SKU-2003,Apparel-Basics,13,13,167,0,3,medium
2025-12-15,S01,North,SKU-2003,Apparel-Basics,24,24,143,0,3,medium
2025-12-16,S01,North,SKU-2003,Apparel-Basics,34,34,109,0,3,medium
2025-12-17,S01,North,SKU-2003,Apparel-Basics,21,21,88,0,3,medium
2025-12-18,S01,North,SKU-2003,Apparel-Basics,17,17,71,0,3,medium
2025-12-19,S01,North,SKU-2003,Apparel-Basics,19,19,52,0,3,medium
2025-12-20,S01,North,SKU-2003,Apparel-Basics,33,33,19,0,3,medium
2025-12-21,S01,North,SKU-2003,Apparel-Basics,11,11,8,0,3,medium
2025-12-22,S01,North,SKU-2003,Apparel-Basics,21,21,167,0,3,medium
2025-12-23,S01,North,SKU-2003,Apparel-Basics,17,17,150,0,3,medium
2025-12-24,S01,North,SKU-2003,Apparel-Basics,32,32,118,0,3,medium
2025-12-25,S01,North,SKU-2003,Apparel-Basics,18,18,100,0,3,medium
2025-12-26,S01,North,SKU-2003,Apparel-Basics,31,31,69,0,3,medium
2025-12-27,S01,North,SKU-2003,Apparel-Basics,17,17,52,0,3,medium
2025-12-28,S01,North,SKU-2003,Apparel-Basics,33,33,19,0,3,medium
2025-12-29,S01,North,SKU-2003,Apparel-Basics,22,19,0,1,3,medium
2025-10-01,S01,North,SKU-2004,Apparel-Basics,12,12,98,0,3,medium
2025-10-02,S01,North,SKU-2004,Apparel-Basics,16,16,82,0,3,medium
2025-10-03,S01,North,SKU-2004,Apparel-Basics,10,10,72,0,3,medium
2025-10-04,S01,North,SKU-2004,Apparel-Basics,6,6,66,0,3,medium
2025-10-05,S01,North,SKU-2004,Apparel-Basics,15,15,51,0,3,medium
2025-10-06,S01,North,SKU-2004,Apparel-Basics,8,8,43,0,3,medium
2025-10-07,S01,North,SKU-2004,Apparel-Basics,10,10,33,0,3,medium
2025-10-08,S01,North,SKU-2004,Apparel-Basics,11,11,22,0,3,medium
2025-10-09,S01,North,SKU-2004,Apparel-Basics,4,4,150,0,3,medium
2025-10-10,S01,North,SKU-2004,Apparel-Basics,5,5,145,0,3,medium
2025-10-11,S01,North,SKU-2004,Apparel-Basics,18,18,127,0,3,medium
2025-10-12,S01,North,SKU-2004,Apparel-Basics,13,13,114,0,3,medium
2025-10-13,S01,North,SKU-2004,Apparel-Basics,1,1,113,0,3,medium
2025-10-14,S01,North,SKU-2004,Apparel-Basics,14,14,99,0,3,medium
2025-10-15,S01,North,SKU-2004,Apparel-Basics,12,12,87,0,3,medium
2025-10-16,S01,North,SKU-2004,Apparel-Basics,8,8,79,0,3,medium
2025-10-17,S01,North,SKU-2004,Apparel-Basics,6,6,73,0,3,medium
2025-10-18,S01,North,SKU-2004,Apparel-Basics,20,20,53,0,3,medium
2025-10-19,S01,North,SKU-2004,Apparel-Basics,17,17,36,0,3,medium
2025-10-20,S01,North,SKU-2004,Apparel-Basics,20,20,16,0,3,medium
2025-10-21,S01,North,SKU-2004,Apparel-Basics,13,13,3,0,3,medium
2025-10-22,S01,North,SKU-2004,Apparel-Basics,12,12,123,0,3,medium
2025-10-23,S01,North,SKU-2004,Apparel-Basics,10,10,113,0,3,medium
2025-10-24,S01,North,SKU-2004,Apparel-Basics,14,14,99,0,3,medium
2025-10-25,S01,North,SKU-2004,Apparel-Basics,19,19,80,0,3,medium
2025-10-26,S01,North,SKU-2004,Apparel-Basics,22,22,58,0,3,medium
2025-10-27,S01,North,SKU-2004,Apparel-Basics,9,9,49,0,3,medium
2025-10-28,S01,North,SKU-2004,Apparel-Basics,9,9,40,0,3,medium
2025-10-29,S01,North,SKU-2004,Apparel-Basics,9,9,31,0,3,medium
2025-10-30,S01,North,SKU-2004,Apparel-Basics,14,14,17,0,3,medium
2025-10-31,S01,North,SKU-2004,Apparel-Basics,17,17,132,0,3,medium
2025-11-01,S01,North,SKU-2004,Apparel-Basics,13,13,119,0,3,medium
2025-11-02,S01,North,SKU-2004,Apparel-Basics,13,13,106,0,3,medium
2025-11-03,S01,North,SKU-2004,Apparel-Basics,12,12,94,0,3,medium
2025-11-04,S01,North,SKU-2004,Apparel-Basics,10,10,84,0,3,medium
2025-11-05,S01,North,SKU-2004,Apparel-Basics,15,15,69,0,3,medium
2025-11-06,S01,North,SKU-2004,Apparel-Basics,2,2,67,0,3,medium
2025-11-07,S01,North,SKU-2004,Apparel-Basics,8,8,59,0,3,medium
2025-11-08,S01,North,SKU-2004,Apparel-Basics,11,11,48,0,3,medium
2025-11-09,S01,North,SKU-2004,Apparel-Basics,3,3,45,0,3,medium
2025-11-10,S01,North,SKU-2004,Apparel-Basics,7,7,38,0,3,medium
2025-11-11,S01,North,SKU-2004,Apparel-Basics,7,7,31,0,3,medium
2025-11-12,S01,North,SKU-2004,Apparel-Basics,10,10,21,0,3,medium
